traj,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14
397,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.36419143e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
398,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.36475042e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
399,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.36530914e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
400,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.36586814e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
401,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.36642686e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
402,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.36698586e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
403,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.36754485e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
404,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.36810385e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
405,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.36866285e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
406,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.36922185e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
407,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.36978084e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
408,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.37033984e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
409,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.37089884e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
410,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.37145784e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
411,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.37201683e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
412,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.37257611e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
413,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.3731351e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
414,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.37369438e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
415,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.37425338e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
416,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.37481265e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
417,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.37537165e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
418,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.37593092e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
419,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.3764902e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
420,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.37704947e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
421,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.37760847e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
422,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.37816775e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
423,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.37872702e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
424,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.3792863e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
425,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.37984585e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
426,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.38040512e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
427,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.3809644e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
428,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.38152367e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
429,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.38208322e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
430,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.3826425e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
431,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.38320205e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
432,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.38376133e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
433,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.38432088e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
434,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.38488015e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
435,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.38543971e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
436,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.38599926e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
437,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.38655881e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
438,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.38711836e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
439,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.38767792e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
440,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.38823747e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
441,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.38879702e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
442,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.38935657e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
443,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.38991613e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
444,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.39047596e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
445,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.39103551e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
446,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.39159506e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
447,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.39215489e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
448,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.39271444e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
449,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.39327427e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
450,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.39383383e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
451,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.39439366e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
452,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.39495349e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
453,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.39551331e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
454,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.39607314e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
455,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.39663297e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
456,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.3971928e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
457,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.39775263e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
458,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.39831246e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
459,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.39887229e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
460,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.39943212e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
461,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.39999223e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
462,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.40055206e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
463,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.40111189e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
464,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.401672e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
465,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.40223183e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
466,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.40279194e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
467,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.40335204e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
468,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.40391215e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
469,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.40447198e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
470,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.40503209e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
471,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.4055922e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
472,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.4061523e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
473,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.40671241e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
474,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.40727252e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
475,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.40783263e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
476,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.40839301e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
477,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.40895312e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
478,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.40951323e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
479,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.41007361e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
480,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.41063372e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
481,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.4111941e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
482,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.41175421e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
483,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.4123146e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
484,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.41287498e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
485,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.41343509e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
486,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.41399548e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
487,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.41455586e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
488,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.41511625e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
489,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.41567663e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
490,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.41623702e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
491,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.4167974e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
492,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.41735779e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
493,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.41791845e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
494,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.41847883e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
495,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.41903922e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
496,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.41959988e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
497,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.42016027e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
498,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.42072093e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
499,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.42128131e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
500,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.42184198e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
501,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.42240264e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
502,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.4229633e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
503,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.42352369e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
504,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.42408435e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
505,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.42464501e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
506,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.42520567e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
507,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.42576634e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
508,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.42632728e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
509,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.42688794e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
510,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.4274486e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
511,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.42800927e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
512,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.42857021e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
513,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.42913087e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
514,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.42969181e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
515,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.43025247e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
516,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.43081341e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
517,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.43137435e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
518,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.43193501e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
519,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.43249595e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
520,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.43305689e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
521,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.43361783e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
522,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.43417877e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
523,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.43473971e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
524,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.43530066e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
525,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.4358616e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
526,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.43642281e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
527,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.43698375e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
528,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.43754469e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
529,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.43810591e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
530,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.43866685e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
531,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.43922807e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
532,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.43978901e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
533,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.44035023e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
534,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.44091117e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
535,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.44147238e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
536,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.4420336e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
537,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.44259482e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
538,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.44315604e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
539,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.44371726e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
540,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.44427847e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
541,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.44483969e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
542,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.44540091e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
543,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.4459624e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
544,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.44652362e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
545,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.44708484e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
546,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.44764634e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
547,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.44820755e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
548,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.44876905e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
549,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.44933027e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
550,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.44989176e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
551,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.45045326e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
552,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.45101447e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
553,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.45157597e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
554,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.45213746e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
555,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.45269896e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
556,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.45326046e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
557,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.45382195e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
558,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.45438345e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
559,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.45494522e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
560,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.45550671e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
561,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.45606821e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
562,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.4566297e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
563,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.45719148e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
564,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.45775297e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
565,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.45831475e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
566,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.45887652e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
567,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.45943801e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
568,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.45999979e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
569,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.46056156e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
570,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.46112333e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
571,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.46168483e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
572,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.4622466e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
573,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.46280837e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
574,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.46337042e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
575,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.4639322e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
576,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.46449397e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
577,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.46505574e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
578,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.46561752e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
579,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.46617957e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
580,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.46674134e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
581,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.46730339e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
582,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.46786516e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
583,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.46842721e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
584,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.46898926e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
585,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.46955104e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
586,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.47011309e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
587,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.47067514e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
588,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.47123719e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
589,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.47179924e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
590,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.47236129e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
591,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.47292334e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
592,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.47348539e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
593,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.47404744e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
594,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.47460977e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
595,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.47517182e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
