traj,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14
397,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70447859e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
398,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70447886e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
399,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70447942e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
400,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70447997e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
401,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70448053e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
402,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70448108e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
403,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70448164e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
404,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70448219e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
405,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70448275e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
406,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.7044833e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
407,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70448358e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
408,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70448414e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
409,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70448469e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
410,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70448525e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
411,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.7044858e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
412,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70448636e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
413,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70448691e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
414,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70448747e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
415,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70448774e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
416,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.7044883e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
417,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70448886e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
418,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70448941e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
419,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70448997e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
420,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70449052e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
421,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70449108e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
422,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70449163e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
423,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70449219e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
424,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70449246e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
425,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70449302e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
426,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70449357e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
427,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70449413e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
428,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70449468e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
429,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70449524e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
430,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70449579e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
431,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70449635e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
432,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.7044969e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
433,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70449718e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
434,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70449774e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
435,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70449829e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
436,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70449885e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
437,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.7044994e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
438,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70449996e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
439,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70450051e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
440,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70450107e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
441,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70450135e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
442,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.7045019e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
443,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70450246e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
444,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70450301e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
445,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70450357e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
446,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70450412e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
447,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70450468e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
448,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70450523e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
449,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70450579e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
450,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70450606e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
451,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70450662e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
452,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70450717e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
453,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70450773e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
454,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70450828e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
455,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70450884e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
456,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70450939e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
457,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70450995e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
458,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70451023e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
459,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70451078e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
460,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70451134e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
461,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70451189e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
462,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70451245e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
463,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.704513e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
464,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70451356e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
465,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70451411e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
466,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70451467e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
467,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70451495e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
468,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.7045155e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
469,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70451606e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
470,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70451661e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
471,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70451717e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
472,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70451772e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
473,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70451828e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
474,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70451883e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
475,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70451911e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
476,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70451966e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
477,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70452022e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
478,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70452077e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
479,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70452133e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
480,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70452188e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
481,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70452244e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
482,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70452299e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
483,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70452355e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
484,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70452383e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
485,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70452438e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
486,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70452494e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
487,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70452549e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
488,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70452605e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
489,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.7045266e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
490,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70452716e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
491,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70452771e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
492,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70452799e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
493,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70452855e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
494,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.7045291e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
495,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70452966e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
496,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70453021e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
497,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70453077e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
498,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70453132e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
499,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70453188e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
500,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70453243e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
501,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70453271e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
502,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70453326e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
503,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70453382e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
504,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70453437e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
505,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70453493e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
506,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70453548e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
507,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70453604e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
508,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70453659e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
509,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70453715e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
510,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70453743e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
511,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70453798e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
512,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70453854e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
513,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70453909e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
514,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70453965e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
515,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.7045402e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
516,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70454076e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
517,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70454131e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
518,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70454159e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
519,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70454215e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
520,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.7045427e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
521,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70454326e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
522,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70454381e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
523,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70454437e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
524,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70454492e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
525,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70454548e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
526,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70454603e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
527,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70454631e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
528,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70454686e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
529,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70454742e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
530,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70454797e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
531,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70454853e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
532,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70454908e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
533,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70454964e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
534,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70455019e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
535,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70455047e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
536,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70455103e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
537,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70455158e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
538,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70455214e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
539,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70455269e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
540,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70455325e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
541,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.7045538e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
542,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70455436e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
543,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70455491e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
544,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70455519e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
545,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70455575e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
546,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.7045563e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
547,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70455686e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
548,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70455741e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
549,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70455797e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
550,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70455852e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
551,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70455908e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
552,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70455935e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
553,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70455991e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
554,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70456046e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
555,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70456102e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
556,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70456157e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
557,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70456213e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
558,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70456268e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
559,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70456324e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
560,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.7045638e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
561,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70456407e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
562,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70456463e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
563,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70456518e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
564,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70456574e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
565,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70456629e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
566,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70456685e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
567,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.7045674e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
568,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70456796e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
569,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70456851e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
570,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70456879e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
571,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70456935e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
572,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.7045699e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
573,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70457046e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
574,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70457101e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
575,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70457157e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
576,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70457212e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
577,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70457268e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
578,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70457295e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
579,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70457351e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
580,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70457406e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
581,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70457462e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
582,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70457517e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
583,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70457573e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
584,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70457629e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
585,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70457684e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
586,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.7045774e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
587,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70457767e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
588,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70457823e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
589,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70457878e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
590,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70457934e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
591,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70457989e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
592,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70458045e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
593,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.704581e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
594,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70458156e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
595,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70458184e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
